"doctorid","mainspecialty","age"
"4B084AE4AC122A74D6C6B960B9F32C14","",""
"7D5486849DC026A3573C2F467F8AB756","",""
"57CD256BEF7FFEE2B9B4B6C035EF5016","",""
"B83A80EB12DC99540FD72C576D2BF626","",""
"BA869E14A27BCDC7A59446F51348150E","",""
"0DFCB085FF22EB1CCBBD440D9D0B1A97","",""
"A178401CEA53D566424418A949F843F4","",""
"FC9EAB4115CC258D7F0F3F452E13A13D","",""
"C233ABE6B5D62EDA374B43EC404CFDB4","",""
"7273FAA69283AC4A72E9F06033C36011","Speech Pathology",""
"7CEE707FF4E8B5D21E24CC4E1119CEB4","Pediatrics","36"
"233F1AD58DA76EF962AF1B74979E40DA","General Medicine","32"
"47E027DF3D74C90329315716B71D0D4B","",""
"3176E37D41BDABDA782FA372874A4FA6","Comprehensive Ophthalmology","33"
"C6073B4AFFF43A7CEA8E1E0CA8DAACAF","",""
"38829F9C58DC699A3EF4CAF9EDF69B9A","General Pediatrics","35"
"46877F84678FF14C6F1B6A1E2B4434A0","General Practitioner","29"
"5E3F3DD744162AB53CECE6063EBF4D29","",""
"102056F0A31336ACAE134935D22DA4DD","",""
"E79434C66D40DCAB249FC78806C8909B","Orthopedic Surgery","38"
"2D710D125DEFCB5D20E078FAD787380A","",""
"6258E285EEB51B21D01FFE9CB9F9C1D1","Family Medicine",""
"35A68B4BF02A23CD5557ECCC30CCA9F5","None",""
"E102EF2808E280469CE0C82D59D3CA33","General Physician","30"
"1A0A7944B16400B42FBE1B4008644519","Internal Medicine","35"
"0E508729A4545FEC985788E7A31CB925","",""
"0E95227FCF854E423187696ABCA23A60","internal medicine",""
"9DA86049F5DA6CE58009620E47E32324","",""
"5DFBEA75DE6B4D2CD19361A4B9BB0990","Physical Medicine and Rehabilitation","38"
"C96FC71DF4EF8F6420FDA7958957538C","",""
"0B153B73076F73B3B4BCFAE1F8400312","",""
"A30492B0BB25E23ECEED799209AE7BE8","Derma",""
"DBD7904A74FEC31589EE16312C09D542","",""
"0B2BE7D46FC2B003CD90D27EBDCBBD64","Obgyne",""
"A50F2992AD39D4609C95480857A6B368","",""
"9A3A871A8FAD7756135AB9C37DA10679","",""
"F16B1D1DEC14DD6A94A580CA4894D11F","",""
"A666B3E582733D0C2A86A6E20CFF5006","General Physician","28"
"93A594D7349972FFE6F97B78417C88EF","",""
"AD8B1872888DDD15440E37E7DD5041B8","N/A",""
"0A3B78847B7932E38D601E9231CA2212","Endocrinologist",""
"F0C4926839205707123016D9618FE01F","Endocrinologist",""
"A638B925A99018F63A3A78CEC2A6E83D","Endocrinologist",""
"7E87999DF6372BD0A7ED0F11B5C5CCE5","",""
"02EC95B7383760456B767FFA60DDE3C5","",""
"9E02FA1A0F9310F461C308B0045CA3CC","N/A",""
"C32522F2DF8066378643A9853C618996","",""
"2C28C158158420634D46F24306253924","",""
"4175883ACF83089135FF7ACD62567221","",""
"F6EA5BBFB60747C44DE83D0ED40AD1CE","",""
"14E891BEF3193505ED74F24135475387","",""
"A39256A0972490978DF0B4D85C5736BE","General Practitioner","29"
"63BA327B26344B5F629861DEFDDC2099","",""
"F3ADE07C95869D169F835B4EDF163CF8","General Physician","31"
"B4ED71F9558ECE5011C54704204713C6","",""
"8A7A2A135D4D237E650116BC579D0D08","",""
"22D5D332428968F85DED9FFEC389686C","",""
"C13DE83D17F80A6F7F70C8CAC70BCA85","",""
"F654B0E6B730E9DDA7F15A0AE7A54BF4","Diplomate in Internal Medicine","32"
"3F4536D218C4E5775E6229CA3D69577C","",""
"D09C0B379F6C86AAAEA9425F3AB2C382","Im",""
"25C459903A4AD5909E084E7D964065D4","General Practitioner","28"
"68CD914F39472690F63C73A04BD3C038","Surgery",""
"98158382DA26600E8ECC96ABAC3F0043","Radiation Oncology","35"
"0F8ED5C39F4FF40D6A70CF1DDF74B2CA","",""
"E83759128422EC8F367F3FA4D63F81E2","Obstetrics and Gynecology","34"
"F4609854AC5DC38FB72897A8369DFB25","Internal Medicine ","32"
"513408D75E5B65845AAFEE4085AE370B","Gp","30"
"C7FDDC94D0081819E0E6153FF2F9FB09","Internal Medicine","34"
"227673F00460E62F2DA83F5AE92C5915","Pediatrics","33"
"5C8ADF9DBDB71ABE2DD6A11632538889","Nursing","35"
"747119D30EE27C8823A3EBF6F6B6AC32","Internal Medicine ","34"
"23732D21761CB38E76C173861D212486","",""
"A2BF9404C4DFC9CEB3D272F3795413D4","",""
"790D653B5A66D5DF7C67EC576E9E8F9A","",""
"F50F8FEDFF9914669F4F9BA5F8A7F97B","",""
"470A56024992F439E57C954AEC7E0A26","",""
"B649660304E88F8B157D9FEE00B82668","",""
"C24B0AE0FD1EFDB551B12E17449F67BC","General Physician","33"
"22ED439655B43E856D12AAC6C358AE2A","",""
"C229416DC6791F0338F5675A6FCA830F","",""
"7789E0FDB187925824CB00F8A443ABFF","",""
"59E57215C2191B47801D192326ABF8CF","General Medicine","30"
"23C8AC27E3C028EB2770DABF88C02105","",""
"7CB8510886278895B85D114C88EB6638","",""
"2660795D432FD725CFA0A103C4C83205","","30"
"54178525F3C203011B066D6372068B36","",""
"35AEDA1ACA57DEF14E1304814173B1FD","",""
"372FD987AE6E6C94EA921FFEFE33668F","",""
"856B909FC5EB9119E36A007B4EBEB72B","General practice","34"
"19B8457AFBFCF6A6E0E8731C72A0021D","",""
"96DB8033264A2EC13E8D5D9526FE15A3","",""
"6356695B5E7D105D4232A17E8C1248DB","",""
"15695617DB9A7B1B4A39766356859309","Pedia",""
"44CC7B10A092C5331D72443A8597E991","Pediatrics","35"
"F2866EF09BF7628C7E556AA22CDBDD40","",""
"08209C91BBBE88D9A48B625D322A8713","Internal Medicine","37"
"0BD1CCE5C59B8D2AC79A613BC71209E2","General Physician","28"
"BDEE2AE1619A7F65E8F3321CAAEE6EC3","",""
"F33C9065BDE4712BC4683A6848D7B69D","",""
"EC6EF49B2CC158C65CA8109A030779EB","",""
"196ED9F8CB2E7822A11E9AB5D2A5F018","",""
"E0594C49980B4542511371BCF867D02C","Internal Medicine",""
"15693A46478CE49DAF83883B0A76F411","",""
"E310E4D8A8909C5853AA3A3FBCBC7EA6","",""
"C8434D414985CF5309A1C496E9EB8E94","Anesthesia",""
"94C5476F9B164809C51DBC6E8CCDEEE1","",""
"E0B97ADC41F27F8253928B8219A21732","",""
"15B6F28363206EF318D53ECD59B53DFB","Pediatrics",""
"FEC73528CD9681706631F08C0F166DAE","",""
"C2A7EF718BE41C2DF3CDF78801FF1490","",""
"74174EA65E77A5B8BC65B09BCAF9999B","",""
"2F75ED4ECF40F23A4287DCD5D0D2E5F7","",""
"5DE356E0A5585088CAC93FDE4C34A8EB","",""
"3DC249620E30AC3FFC14ED7BB0F46736","General Pediatrics",""
"2B1488EA4F41F775D267FD910480D14A","Internal Medicine","32"
"EDAD2286AEC8A0BBA9A237B11936D913","",""
"AA854F5836947CDF62324BA7D74E1C43","",""
"E2DE99CEF855FFBCCDE38B87BF404EBE","",""
"C71BCE52CCB738139DABB8D50D1E1DE7","",""
"321311B1A2D186B850844E4197706453","",""
"DC16A8F559D602C2676352793B59BEBD","",""
"C68E180DFD52AE72565D7B8B8C487A2C","General Medicine","33"
"AD1A7FEFF3C3A3C8A9F1368C1370B7F6","",""
"63A73899C69371BB22C6F3B279442453","",""
"9AF9D4F2B4B7B0F08FBEB001F87E77A5","",""
"4B7BFFE0B6E29D949DE3EA0F974007C6","",""
"596B42EB5FE47DE3F9348936BFBDC345","",""
"F95FFE289C87E37E448342836120B733","",""
"DAB67E6A8473DA92EE0645BF8854F629","None",""
"27C88A4CCD8B717AAD3BC4042042202D","Pulmonology","34"
"2EA6B5478AFBDC33FB58AE1072E3D18B","Adult Neurology","37"
"A328B64FB251B3891B369070736A2B21","",""
"35498C8F4FF8092C2C74D224AAC6E141","Pediatrics","33"
"93EF0EE81EC1DAD09A4A6708C6C9443B","secretary",""
"8BDA4B25147CE41DF8B0637939F50901","",""
"1D5D4D8436C1DE93A0DC38FE90E063BB","",""
"BCF7F9300E559E433E22851B8251A3E5","",""
"209700C8CCFB57CF8B2B24E4608BDA14","",""
"BD6C07A61581FD939A71F0D2C99DD8A8","",""
"CEF2801266281A8AC407499A2CC9F073","",""
"A5F2D8291FA5BA7EF1D2D7E48AA94B39","",""
"7E8662C9D1EA69F80A0B90D795AA01C8","",""
"56032ED73BC73E646D09179B2FACE0EE","General Practice","29"
"F1D1E706B7A40A54485D885CDBFA46D3","",""
"4A2CE35C78C0E4E1BA4B680F4F66AB32","",""
"378E74AB19D7E5A227B37A636A044051","General Dentistry, Oral Surgery, Periodontics, Dental Implantology","33"
"DF354DF0CD7DA4B502560A84162B333D","",""
"2E4F4BD0FB6BF4FBF8B5C59054A96CC1","",""
"DFE66CD233DED2FE4E706DC4BCFE7A50","",""
"BB755C75D2D850102B44E3EDCEF3E99C","Pediatrics","36"
"8EBFDFD21CA673827BD69E5403531FF4","",""
"F5EDCB0CE9875C4373E224C91A70FD9D","",""
"3E5F03DFEE01D2C6782083853370FD07","",""
"0828CC07186513DC0C320B2894FD000B","Family Medicine and Occupational Medicine; Technical Health and Safety, Life and Mental Health Coach, Process Improvement, Workplace Legal Health Industry Expert, Accredited OSH Consultant & Speaker","40"
"757F9AA438B24844D7C7C216C8C4DB9D","Emergency Medicine ","29"
"8A8303BABD731831D30D5F712FCDFDA3","General Practitioner",""
"F6D81A75E54FDF0676075DC0C71911AF","",""
"66B66FF37E743903D1D1137A66048C4B","General Medicine","28"
"DE5E3308CD908ED8B63D4C2AB881EA07","",""
"2DAC471FED7774BEBBE9454A6C1A49E1","",""
"00DD858AB5B13DA9A5E208471FE9FC4E","",""
"9CA88F7C3D669C4E000CCB177076F1A0","General Dentist",""
"1314A86C69DA1FB8489B3AB091F4BD52","Internal Medicine","36"
"75C61F62AF27D05AEF14C9AF71A01550","General Medicine","31"
"C3695D4D095F027B18DB612C3DF9DD8F","W",""
"AE0AB6D8BE1AAD8B3D9C6C332A32BDDB","",""
"8634C9EB34F037CA7216F87C7FD7DEB0","Dermatology","38"
"CF2B0BC766D2EB15DAA71EE988D2FA82","",""
"8661C36A4128981EA82F933F3D22787E","",""
"AA119B85A393D57B578950A6BF484494","",""
"CF71E6C7399EAFBCDC329202E5CE54F4","",""
"3C3C9C9207AF380D2EE406D6D9CB64AD","",""
"DFE89EBBEE81281BD34FFE5CB660159E","Sugar",""
"C0F28BEC9C6BF4E93AD31061C47686C7","",""
"B4D67FE5779A3A79BF93F077B0D32460","",""
"1D5F36370C7DDCD55C96C2FB6BD11EAD","Obstetrics and Gynecology","63"
"00EB26EB333B0E741A4618810A252F1C","",""
"007987C9B1E4F75A521FD7CE1086D818","",""
"D91BC9E12D62EC65E38C949A2AEA6258","Family Medicine",""
"AFCC0E7A98E50E7CD89900BE3334EC56","General","27"
"ED2B8A82B301B173084A4B254FD28F89","General Medicine","34"
"EDED46E6746A37E7B3435B7B2061444B","",""
"B9824E30CDD549D8A5D1EC681A91E378","Developmental Pediatrician",""
"5AFCED399B51294D26CDEB046B221347","General Medicine","33"
"BD101A1CD6FDFDC7CFBC588021F44FD2","",""
"1E09225515EC7571132C382C1EC4175B","fertility",""
"CBC2DFC663CB73AB445AC5F735EFB92B","",""
"C3F5A2612811FBBA195F2D383A9986A5","",""
"F4D62B2DAD8BBE407EAD358DBD0355A3","Physical Medicine & Rehabilitation","31"
"6D4A572ABCE433D766ECEDFC29D769C2","",""
"015AEB0BF6F562D9F639CF2EC608F8C4","",""
"49F3964A40121E8B424EA3861432A77B","Internal Medicine","32"
"2A6AC9E5324952E36B40237CF2FCDAD8","Internal Medicine","38"
"74E3122D8341C62364974FF94AF60090","",""
"84CD1F88D088C3A15254F37A22F6E5D6","",""
"2393F2BA6D1D4AA2C3FB82F8A7A751F3","",""
"5247797278D77C392732830C8D6E1F5D","",""
"8F60E6CDF081310A5C45179494E6D3E2","",""
"AA39C48998330EA5C94D37DEB6494ED0","",""
"F3BEE02D6DF4D3FEC3E3DCD87D7447E5","Rehabilitation Medicine","39"
"8C5C087B9C95856DEE8A111C1EB04847","",""
"6323AA290124401D9A0A69B808E521EE","Ears, Nose and Throat","36"
"95DE2C48A00D3A80D5C05C669214506D","",""
"C7E755B5EE2E95D3D47C0AD3663AD717","",""
"5CAA3C2369C7A3FD72FA043691402F2F","",""
"44B9D693EBBF62B9589F91933598BCB2","Family Medicine ",""
"F0628EE4D1AC80B6F0B0A53689651173","Patient",""
"8D161876D8CBF55D923B90F974668211","General Medicine","30"
"82A9705B00315ACA603B3075E8390738","General Practitioner","32"
"276F52500F4E90741B4BB6E2D48476CE","",""
"CC6E5AD1BA9E25979BA3EBD0C0D7AA68","",""
"4F6A0FB501B5E83EFD2D566258F8AC76","Obstetrics and Gynecology","49"
"46D07AC081B9FE47DF6F77694024DABD","Radiation Oncology","30"
"BDDF54DBEA52C194BE3A29BF7113FF35","General Medicine","30"
"9CE42DB34E1C848E03A3BA30CA58A71C","",""
"6C3054EDB241EB48E04D0F546B8D0CF6","N/A",""
"FA8458002A35E387549FE2782207FAC8","",""
"8D803B4CBBD7715E5EE43B0A0DFC941F","OBSTERICS GYNECOLOGY","67"
"12C6469A0E2E833F38C8A78030A58149","Surgery",""
"9CB350007A9EC30611FCA03B05071693","",""
"BF7FD8B8CA2E57D8F6C4762984B15CDF","",""
"5C6806E53B62FEEA30D62E7E727A5B35","Oncology -gynecology",""
"53A65197918E28A61E45B2E5B4E100FC","",""
"62BEEB5785F78296FA53BB7F9FDD6632","",""
"3E141EF71DC5BE22D840944713E0C64F","gen",""
"AEBEFF5AF263F9B261D97D4F72BD8CF1","",""
"DD5D73748B467C95482471229779AAB9","",""
"0D2BB68B98BD5246FE99A698C9A3AA3E","",""
"DE869137C0D7BE8A34784535E1675AD9","Hematology",""
"878646F069E671E4ACC080AF3FB1367A","Twst",""
"C58AF5ABA6500DA8C199E1500477E062","",""
"5C20A74CF61B9B1D52CACFE039B93914","",""
"152C82F16B0A4FE70634EF1D30B1FFF1","",""
"EB2F39F4C99B199A3F557F976220F12E","General Physician","29"
"8A467964E1F06AFDD7F4BFE539FDCD1B","",""
"04B416786C09E988DDD7E60D58CFD00E","",""
"9ACE875BD1CFA4A61E36D9A91F380DA2","Aesthetic & Pathologic Dermatology","37"
"B56F111FF5084F34000D7AF38D5C40FB","",""
"7A499C8BC6D5B013F80FB82D61BFCF5F","",""
"186B6DB9FA62B94ADF2AC5227F6EE5E4","",""
"8B442A369C2AD54743BBA11E4EC9A116","",""
"8A0EB8D491D2BA09E7F6CF8B33ECA257","",""
"2CFC246D74CCF152539C350C20197670","",""
"386D72161F185950BE6F24402A1440E6","",""
"C6C477A7ECC421032CBB009A28F1DAF9","",""
"F9E036C34E550A09EDF738196FA2E49A","",""
"3553951E91ADC756C0B696A872FAF6C1","Radiation Oncology","32"
"B934B0B3E47318657504B246B98F2F29","General Surgery","35"
"C618F141C6928BD272F6B506529569B1","Pediatrics","38"
"63706C2231765CA840E9A60A76FAE00A","",""
"3981010D3443CC88B0F1CE916CC0D49B","",""
"2E068E276E5C0F88CC0EE3DE630E49D7","",""
"4DE0F7AFE055D6F133CAF43A4DAFEC40","",""
"5E2125172AC57F156773C8A4551BAD47","",""
"AA9264D85B7225106A396C7816EFC645","",""
"8C8F707321054C51E5A6047E37CC3F88","Ophthalmology","34"
"EA10710F3B0D07C1DFF93A95F6ECD4EE","Family Medicine",""
"3196F60748E555AEFD05D927DB0A0ECC","",""
"D334E1B322C61CFBAC4352B1EA6A9470","General Physician",""
"ADED499B1CF2F5BA1EB410D547149E1B","",""
"C380BCC4BCB236028C401D296F48A66A","",""
"D3DE7D5BAA50BA6D1801152DABC69EA1","NA",""
"DBAB43DABE09E16EDF25AC77798B184B","Genetics",""
"9C62719C107E75815D8FFAEF3AEFFE6E","N/A",""
"5C6D766CD3AEA4DDA93D6A2BFC3A6B7D","",""
"A001EB9BACB1C1C7BEBE7AFF543E448A","",""
"0899D0167233A28DDB93C7AC380A6184","",""
"8869A6E0E6EA3072923820FDB989ABF1","Ophthalmology","36"
"5887A832015891D07D6D4249561BA8D6","Internal Medicine","34"
"6F11B96FBC4EFC8984435107731B445D","Primary Care Physician, General Practitioner, General Medicine","35"
"B19DE9DD4083FC42ECA9E382ABD028AE","General Medicine","38"
"DCE58DE1EC3BEB610705AF68CA6B245F","",""
"F97ECD959B5443ED9EDD74474543B3A6","",""
"E64E7C88F19B91E9CAC62B394750F8BF","General Medicine","32"
"F862ABBD697E9961E473E22CE4505215","Family Medicine",""
"431E644D5D3D5745C0AF55BD2C17F806","Family Medicine","34"
"02B09C21F455F7BD41546833F470602F","Internal Medicine",""
"B169037388372DCBD818FD7B24C23062","General Dentistry",""
"4A0000F89F4605FAF65B2E6A8ACDA575","General Dentistry","30"
"BE5FB9E4D2418A0A032EBFF3D1197C01","",""
"05395897F22625B097F4F2111E9CE99D","Obstetrics and Gynecology (OB-GYN)","34"
"2DCBD0FD99343FF41FF612C0CCA376E0","General Practice","31"
"8EE36DBF789F7AE06CFC49E0E33325EC","",""
"9391F16AC4E2B147DD4C4F6804994230","",""
"69E68AE46C3EB3E6F36ABB5D7ADDEE43","Pediatrics","50"
"AD45DA698FC03AE02BD47C6822866C69","",""
"76B3513CBE743A6818312ED203044759","",""
"F291AA14BDDCD70703395223617C0B1A","",""
"884C4EE37B41108CD277F475CF775B4A","",""
"C67B8522B99F27A7CE3ED7DE9881A60C","",""
"D826EB2C8A89EDD8DE57F376576D9287","General Physician","28"
"AEED0CDB475110016A946A1F2B6D1F3F","",""
"17BFA733F4EB58C8C9D3A2CF0FF03541","",""
"8AEB76652F966400D5CAC29F6BD6E442","",""
"51F9F52722E49FB3CDCF1284D3E29AD0","",""
"0D9C19E5B15307F515D988E48F5F6754","",""
"F1AC6C980BA57C7365A4FA51E431E2B7","Small Animal ","31"
"F7463F9A519D8C9B2FF4C8F635F422EB","",""
"3813C4C230C66FEB65EBACB4B6391CDC","",""
"3AFF21F3C5EF07DC5335413B767FF0CC","",""
"86CD7E17B9C8CA843473971B91A6FB99","",""
"83271EBBB225D52F90BF496E63D3909F","Occupational Health","29"
"BFECDD4E273B4A750094D66CDE12F9CD","",""
"4B4A22431D0362C576202E7BAC802916","",""
"E9C540A99C2255AFAFAED694ABF05A06","General Surgery","35"
"7AEE1B75B527E215F31E20A5C4E7A768","",""
"B19FF0629EE0A499DF7A85133F5A69D9","Ophthalmology","32"
"ED6D90B5E599E664F31705422E730136","-",""
"2B49693DE27A439A916BDF42BAABCFD8","",""
"F241107C9DAC15230897EA8B75C7500A","",""
"22CDE15CB067F4AC2C17776B1C2D3556","",""
"C447AB43ABCE9A09D6FE73E39FD6E967","General Practitioner","27"
"6C7A6B1FD3B343481B748EAA1113CE53","",""
"58BB56B4F4B027066CDCA0DD1B8D8D35","",""
"B9F2A5DB534EFCF69F6C3C72D62B770E","",""
"69F05392FC2E30FF3EEE0B930C42CC3E","",""
"CD90B24C68071498D60E12AEB7028071","",""
"01D78762404BDA95E72A3F612703CD77","",""
"28EAC81E9305955DF61FC6359B4D7EA1","",""
"AB24196958CFB05BE30A2E61F67F9945","",""
"670A6FC9A2846E80D08F8956C6C1841D","",""
"A07C982BAE903096F39B02C95A202999","",""
"261200B4EA9453946C7338376446D337","",""
"6E18739F498F157FB8DCD462D8C326F9","",""
"B37117001D67ED257E9A0C38BE575E10","",""
"601E245B1E1C4924BE17445A1EB32FA6","Obstetrics & Gynecology","33"
"80F9C6EF4B5920EFBD3C3E8186C04938","",""
"3709FC58B2288748D62B0EF3DED1F7F3","",""
"A6C9FC333A8C76695F71DD7D166A56B7","General Dentistry",""
"4F214B4162FE47FB2A0BFA16D60D4608","",""
"3EAB15CA29E2EDA700EEE12ABA312805","Dermatology","65"
"8ACC805F63006119ECDF1860DD9C6489","",""
"FD2A8C60642F477CC7763C712B57F459","",""
"9D23D9F69F78B46BF36E2339DF338D87","General Medicine","29"
"FD68303242A2E47AC17AC1AE54692310","",""
"798D8981C158F8B8B97E0980AB6842AA","Obstetrics And Gynecologist","36"
"832A42527E7A7C36B960D63F28C8AC0B","",""
"50C419B814D867B66E336A1862F9B3F3","",""
"0BF2AA6100FF8CECE01469AA88D26FB5","",""
"2BD65146B5BEE94F839313FC72562197","",""
"197FC9663F46BD1EDD59E5C04FD21867","INTERNAL MEDICINE",""
"F4BE5653EF44AFFFE060AC4A06F0969E","",""
"267AA80D7D7CD3A093DA2F3858E003EC","Internal Medicine","34"
"C8B4658F54F6E25CE9E81192CB3C83E8","",""
"621D3F8D356FC58CE37B85F449136DE9","Engine Department",""
"09A340B7AF36D153D022318E3D934CE5","",""
"DEB11B15B671EADAF70891544294F0BD","Internal Medicine","31"
"C9E1C731384C7E3B1CD9F350B6EF519D","Radiology",""
"8F4DEEB91F0D96208AD28E5F23029896","depression",""
"7543583F79A55FA703B7FA4750661406","",""
"290122914F4623DB64A78B15EE5D9871","",""
"45C8B0960D5D24AEC0AE9A190725BC0A","",""
"0AE9E6EBB3F4246D8A09479D00BA2731","",""
"06A3A51FEA4C70C9694DD71DF296A978","Surgery",""
"AB34B85D2D544DB51AF71447DFD96D23","family med",""
"D33D546BF22BA98BDB51209B9DABCFB4","",""
"402BA38D34B32CFD47218E8B966B7888","Aa",""
"25A76F1D8ECFC6A99A8DF832E106CC80","",""
"2265B639738F080936543A85CC1784D8","",""
"F2DC5678246D32FAAB0D7C744C648ED3","",""
"448CD8AD0A779F4573F346BF5ACD8E88","",""
"2A59997BA5BA15483D2AC0F8E5009D2A","",""
"BF8D10BCAB2DC7A52F707A5AE43F5137","General Medicine","27"
"1DFEE3C9E50A46EF252B411F747472DC","",""
"B70B811E9B057D7AB5EA48F0D0B12D79","Pediatrics","33"
"E9389D2641D00466E9FFBDE7E64C9871","Foot and Ankle Surgeon",""
"5142C1F8E73246D68FBFF264AD53E738","",""
"F2472A71DB459D3D5435F844DB910271","",""
"C18EE421F739B4AE83DA0ABBBF9AE313","",""
"0DF94CA5D0479FAB1AF38BC25E84E0BF","",""
"4396BB279CAB5E7EF29EAD3A46CF3649","",""
"EFE8C47A4688EF6F1F411321CAECDF43","Obstetrics and Gynecology","39"
"644F5AC19A09812A40696EB2F3DC06A0","General Physician",""
"B743C85D908AD51D4F7003DCCAA4044E","General Dentist","27"
"C1C00F06971248828258E6AEA6506129","Internal Medicine",""
"09C0167748423CAF8F488DEF8D69C045","INTERNAL MEDICINE",""
"8BE548DE9B51485BAC4F9EC4C3BEA3F1","General Medicine ","41"
"3BFC3B2B118DC437C93A22A9FF6CF6C3","Ophthalmology","37"
"FEAB2A7AF4044D4D1DADF7688EA6CACA","General Surgery","35"
"18FA4AB6568E9F8AB6E4B3E224BE3C02","",""
"BB33FBC7E4A865286CE7A66A47A6F74D","",""
"857C00E5E7481F131B40D64990775898","Internal Medicine","31"
"BDC163B2E233EAF36E67D2FA2531BB75","",""
"6AD2E2B2EA01AF0B391C7B912C844DBA","",""
"8180FE9E5BC2CB08170B328543F0D0EE","General Medicine","30"
"DF8274146D792A8F1A9556B484B411B8","",""
"6E11A5555742CF4B440C44A4B914E74E","General Physician","37"
"CB6950649A019E568AC6C954E49BDCE6","",""
"41187A739FDA97DDA002FC1EC8BAC447","",""
"26278DD3981FB080173AE07DC8B9F810","Internal Medicine",""
"EE6407395573527CDB6A0DF3C49E6097","",""
"0B85257D7BD70A512BB467CBC693E76D","",""
"E05021C5E26F1BC7C852F65F791692FF","Pediatrics","42"
"59E51AA065E7708D5D5031425CD0FE5A","",""
"AE0F7EE622FE74F31B5A6C666D2608CC","",""
"4C80467085B7B0B55C4EA3BEFA9701C1","",""
"962F107E8C646EF1504314B5A74C283F","ENT-HNS","39"
"73AEAFA9E9AF56DF516519029BB904AF","Orthodontics","58"
"D7F9B55C9A231B1990F12F0DA2A141F4","",""
"357140277B9B048420B583EC1CA7040F","General Medicine","30"
"51D0DB8FD406C65FF0A07E46C1E607D1","General Medicine","29"
"C14D3D4449F6B3A5516AD733073083D5","General Pediatrics","34"
"46CB01F780F3B38C33BED29B6F57D2E8","",""
"DE48EC83B3AE745AE2E1584ACD98B400","",""
"EE8E939D0C9E884E1A50AD352B272730","",""
"2ECE6A9A8CBBC07EBA4821BE9881CF91","General Medicine","33"
"D9B344C68F983C6F45F6898C8B9A2AB8","Family medicine",""
"DCE61EF742DF38D8CE205CE39220BCB7","",""
"50D9D6BB715066E68BA37F7988BFE1F4","",""
"19ECA796734EB5779A742E67E54680D1","",""
"11082E2F4B9EBB77B648227B53083662","",""
"FE08F279FE379BF019E7F685596EFCD6","General Dentistry and Orthodontics","28"
"CB7B6AB14889DB6E1A79C2417787A0E0","",""
"861F6857E1175504238B83E35457C3D5","Internal Medicine","39"
"6620ACBE9D8C122D3F8D78841F5BA493","Family Medicine","33"
"BEBEF1C7D5D337360608E7E5E185649D","",""
"9CF4EC561599EAA63879FB29D1FBE40C","Patient",""
"ED2A813DAB400B3FEE9A1E5E93B03122","",""
"61C765A5285AFF4224A2E4E7474C0A01","Dental Medicine",""
"957B78E59F81D9758E861FD8C4C5AEA1","",""
"EF2A342B42715BEA9FB07E11523C0371","General Practitioner",""
"5951917C5E0370E4BBDE0DD27807AEA4","General Dentistry","27"
"103C6A34DB860FCD0FB4DA3B8C808F91","",""
"6D31C3D46CFDF047E1F2D6259BACF94D","",""
"A40A93295A0510B2B3AF685CEEBCF696","",""
"2F387259C696CA6EE67129D6DB9A35BC","",""
"1310A0D3F6B1F50B7AD0E11B487AD9E6","",""
"3D7D1C192AEFC4747CDFFEF19F87522E","",""
"C899810667792ACCCEA5A7FB0A4000E3","",""
"0F96916306F9687AEC9917C1BB53A5DF","",""
"F4E633B10673114696D47AEC0FB50C2F","",""
"F0BED263872EB07F74660A6359471336","",""
"748C1F15089CB7BD92930C1526A0386E","",""
"F99249272E611207DBEC7EE3CF81F0E5","",""
"56E260E772EEB6948ED0000AC67313FC","",""
"EBB02D0A1142FCF16997153797373E4C","",""
"A6289232ED5347E1F0868933984978F1","",""
"35DBCDE3839E41CDE6329CC28E79C627","",""
"1333E151E1AB40C5BCFF66BC0018DC82","Internal Medicine - Cardiology","60"
"88A9401BEAC028D192EA33B2E3D081EF","",""
"8A9ECC025135F3F82E44DFBE1323C95E","General Practice","29"
"23D71E6D4234397289A175B92937F73E","",""
"CE6C3A3F4FFBF8919FCEE3B91A3552FE","",""
"A65993EFC766D21F69FFB6B49CEB938E","Neurology",""
"673C5829E2A273388FFDC550EF94491C","",""
"A6C7A894712B7EEA275873110B9CAD4E","",""
"B311BFF55199EA73882F7F04324E1ECA","Family Medicine",""
"7534A64AEDAF40B22130C27BE4516B49","",""
"3442F9112CAADB24C9EB9020A986EEB8","",""
"D385625DC3868470891526D9FFC00351","",""
"1CE4C5BBD165F5CCB4CB0782E9863BE5","",""
"5F93DDE11E9B74FE5E943EB74BB1D480","General Medicine","33"
"E28DF1562D48EF5B410B6962DEF2E263","",""
"0FF13EFA36FBAE0F59F714D386576975","General Medicine, Primary Care, General Practitioner","28"
"22D8C2229625F3FBFC8626B376B65DEB","",""
"8D1BC87C813481718C8A00EC89CBC71D","",""
"634E837AC39BA84D0DF7CD9D65C3BECB","",""
"08EA782D1BE0BB7F689E6A5E0C4AB2A2","Neuro",""
"925E9719F5208E91E048A40A0280246B","",""
"9100F62DA920F630BD63E8EE5D1CF002","",""
"51BCA796967AF456B315D40F7E4ECE32","",""
"C66B7772DCE42196960C053B91077333","Internal Medicine","56"
"64DF840B26595A635DF3E0D98EA514A4","Obstetrics and Gynecology","68"
"086C3137F78E9BCBCC62671775A4A248","",""
"3C0925CAC8DA28B8A8925D2045DFC1E6","",""
"CD4B1303679288700D79AEDDABBFF9B1","Rehabilitation",""
